user_id,parent_asin,text,word_count,sentiment_score
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0BTJ6SYKB,"This perfume by Shakira has a pleasant scent. I can detect sweet and spicy notes in it. It is not very strong, which is good. It definitely fades over the course of the day, but I can still detect light whiffs at the end of the day. The bottle is attractive, but the cap or lid is way too plain. You have the sexy body shaped bottle and then there's a little clear plastic lid that has not aesthetics at all. If you could be the lid to anything and doesn't stand out at all.",95,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08KWN77LW,"I like wearing eye masks such as these. They are refreshing and energizing. I store them in my small beauty refrigerator which makes them even more enjoyable. After wearing them, I felt ready to take on the world! It comes with a little spatula so you can take them out of the jar without touching them. It felt like they were slipping as I wore them, but when I went to the bathroom to remove them, they were still in place where I left them. One thing I like about this type of eye mask is that it's easy to go about your day while wearing them. I didn't have any issues with sensitivity thankfully. My eyes are super sensitive.",120,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08HXQ3T9K,"This is my first scrunchie. I have not had my hair cut in about 9 months because of the pandemic, so my hair has gotten longer than I've worn it in years! I'm in my early 50's and it's a little below my shoulders now. My hair is thick and coarse. It's long enough to wear in a messy bun for the first time in years! The scrunchie is easy to use and holds up my thick hair pretty well. I don't have to readjust it because it's falling. You can feel the coils inside the fabric. I find it fascinating how it works. When I take it off, it shrinks up again. I like it!",116,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,"These Pinrose Gilded Fox petals are a fun way to try out a new scent! The box comes with 12 packets. Each packet has a fragrance infused towelette. They aren't too wet, but you are able to rub or wipe them on your pulse points or wherever and transfer the scent to your body. This one has a very interesting smell. At first I didn't detect the chocolate, so it's a bit subtle. The smell is a powdery sweetness with a hint of chocolate. I threw away the wipe in my office trash can and caught pleasant whiffs of it throughout the day. Since the box comes with so many, I plan to put some in my daughter's Christmas stocking so she can try them out. They would also be great for traveling.",133,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08BZ1RHPS,"I am in my early fifties and my morning skincare routine calls for Vitamin C serum. This doesn't smell like most other Vitamin C serums that I have used. It has a neutral scent that doesn't linger. The serum consistency is thick, but runny. It's a bit oily and doesn't absorb quickly. My skin can be sensitive at times, but I didn't have any problems with this. Overall, I like it, but I don't love it.",76,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085NYYLQ8,"It's difficult to find some targeted skincare products in travel sizes. I can usually find cleansers and moisturizers, but serums and eye creams are not so easy to track down. This travel set comes with a foaming cleanser, an eye cream, a serum, and a moisturizer as well as a beauty spritz. I wasn't sure what the spritz was for, so I sprayed it on my face after washing it, kind of like a toner, but later I discovered that it's more of a setting spray. The sizes are typical for travel. They're small and should last up to a week, I'm guessing. The individual products seem to be fine. I've used the foaming cleanser before, but the other items were all new to me. The scents were light and floral. None of the products were irritating. I have sensitive eyes and skin and nothing bothered them. I do think the kit is a bit pricey, but that's not affecting my review.",162,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B088FBNQXW,"I work at home, so I can't get by without wearing a face mask for a good part of the day, but I do wear one if I am going out. I have had issues with some masks not staying over my ears. This is a good way to utilize those masks. The headband is comfortable and light weight. It has some stretch to it. The buttons are a little loose, so I tightened them before I wore the headband out in public. I found that I had to pay attention to how I was putting it on my head so the buttons were even, otherwise my mask was crooked. It's definitely a helpful item.",115,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B087D7MVHB,"For a new (or at least new to me) brand of hand sanitizer, I am pleased with it. I like the pump dispenser which is easy to use. The bottles are a good size. While you can detect the smell of the alcohol, it's not too strong or overpowering like some can be. With so many new brands out there these day, I wouldn't hesitate to purchase again.",68,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B083TLNBJJ,"This is a light weight serum. It has a runny, liquidy consistency that's non-greasy. It doesn't leave behind any stickiness or tackiness. There is no scent to it either. It absorbs really fast and immediately hydrates your skin. It leaves a smooth finish. It's non-irritating and doesn't annoy my sensitive skin.",51,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082NKQ4ZT,"I wear headbands like this in the evening when washing my face and following my skincare routine. These headbands are very soft. I found these to be a little small, but they do stretch enough to accommodate my large head. I have just had other headbands that were a little larger and didn't require being stretched to the max just to fit. I like the variety of colors and have shared these with my eighteen year old daughter. One thing that I do like is that the bow doesn't get off centered as easily as my old one. My old one has to be adjusted every time I put it on. This one seems to be just fine.",118,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07WNBZQGT,"This serum is more the consistency of a lotion than serums that I have used in the past. It has a nice fruity smell. It doesn't irritate my sensitive skin. The serum absorbs quickly and isn't tacky or sticky. I am in my early fifties and use an assortment of anti-aging products daily. I haven't seen any new miraculous results with this, but it does moisturize. As a regular user of such products, I really don't think I would see anything new from them, but rather a continuation of what I have already started to achieve.",96,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07SW7D6ZR,"I apply body lotion every morning and night. This one is a thinner lotion than some, but it absorbs quickly. My skin just drinks it up! It's non-greasy and has a light, pleasant scent to it. The bottle is a little oddly shaped. It's thin and flat which makes it a little difficult to grip in my opinion.",58,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07NPWK167,"This goat milk cleanser is very gentle. I have sensitive skin and it doesn't irritate or annoy my skin at all. It has a pump dispenser that works nicely. It's thick, like a lotion consistency. The cleanser doesn't lather or foam. I haven't been able to notice any scent, good or bad. It doesn't dry out my skin. I'm very pleased with it.",63,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07J2QZBTP,"'Tis the season for dry hands! I go through a lot of hand creams in the winter months. This lotion is not too thick, but it's not runny either. It absorbs nicely and doesn't leave behind any greasiness. It has a light, fruity scent that's not overpowering. In fact, I found it to be barely noticeable. It is very moisturizing and leaves my hands soft. I would order this again.",70,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07N45YN6C,"I've used sonic toothbrushes before. I like the pink color of this. It comes with a travel case and extra brush heads. There are several different speeds/settings that you can use. As far as I can tell, there isn't a timer on it which would be nice. The bristles are pretty firm. I'm guessing maybe they are a medium. It does a good job of leaving my teeth clean.",69,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B077YR3333,"I am in my early 50's and have been a regular user of anti-aging products for the past several years. This serum comes in a glass bottle and has a dropper applicator. It takes about half of the dropper to cover my face. It has a tacky (but not sticky) feel to it which remains for a while even after it has absorbed into the skin. The microbeads have to be crushed or else you have little white beads on your face. It's not difficult to break the beads. I just press on them and they rub into the skin. After applying the serum, my face was really dry. I have been using this at night. I have a multi-step skin care routine so I followed this with my nighttime moisturizer, then retinol, and some face oil. The serum doesn't irritate my sensitive skin. There is a mild scent, but nothing that I could recognize. Overall, it's okay. I haven't noticed any tightening or improvements in my skin. However, as a regular user of anti-aging products, I wasn't expecting anything new.",181,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07FZ5HZLM,"My husband started a business recently and was looking at options for his bookkeeping. He knew that he wanted to use QuickBooks from his previous experience. Originally he was going to use the web based version, but since this comes with a year of enhanced payroll, he decided to go with this. He consulted with an accountant in getting it set up for his company's needs. He did have to contact customer support to help him get the enhanced payroll feature working. For some reason, it had the number 1234567 prefilled and he couldn't change it without customer support. So far it has been easy to use and has done everything he's needed it to do.",116,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07GDQPG12,"I have been using jade rollers for the past few months. This is my third one. The first one that I bought was much larger than this and I found it to be a bit awkward at times. Plus the end that rolls around the eyes was a static piece, not a roller. Then I tried a smaller one more recently. It was fine, until the eye roller piece broke off. The metal piece that holds it in never felt really sturdy and when it broke, I wasn't really surprised. This one is the nicest one I've tried. It's a great quality and very sturdy. The size is perfect. The directions say to chill it in the refrigerator, but I have found that it's usually cold enough just leaving it out on my bathroom counter. I use it primarily to help my serums and creams absorb into my skin better. This comes with another tool, a Gua Sha, which I was unfamiliar with. They both were in a nice drawstring bag and would be perfect for gift giving.",178,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B071R2QPF3,"I have one of the original Makeup Erasers and to be honest, I can't tell the difference between these cloths or the original one. Well, that's not entirely true, I can tell the difference. These have a hanging loop and the name brand ones don't! Side by side, they are identical. These are just as soft. They do an impressive job of removing makeup, especially mascara. They are gently on my skin. These come in a set of 2, plus the set is half the price of the original. I will be ordering some of these for the girls in my life!",102,
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B01KJPFO9W,"My daughter received a UV Light Manicure Light last year for Christmas from her aunt. It came with a couple of colors, but she is thrilled to have this nice variety of colors now. The quality of the nail polish is comparable to other gel nail polishes that we have bought. It works as it should. She has polished her nails once so far with this set. As of now, it's been one week and they all look as good as the first day. Usually gel polish lasts for about 2 weeks on her, so at this rate, she thinks the results will be the same. One thing she didn't like was that the bottles are not labeled or marked to indicate what colors they are. To solve this, we put a drop of nail polish on the back of each bottle. The polish wouldn't dry without the LED light, which we realized after 5 hours of waiting. So we took a piece of clear tape and covered the polish drop. So now she can easily identify the right bottle without having to open each one.",186,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08XJWLLKQ,Great shampoo and conditioner set. Smells great and leaves hair feeling clean and soft. I like this brand and have used it in the past. Seems to be great quality.,30,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08PLFZB89,This is much faster and less messy than using the cream. Quick any easy. Not the longest hold but good for a few hours. Not much of any smell to it which is probably better. Some of these wax's are way too fragrant.,43,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08KHRF9NY,Great soap with mild natural scent. Works great on my sensitive skin. Leaves it soft and clean and doesn’t dry it out.,22,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08N6YHQXT,Great quality soap! So many good ingredients that are good for skin and hydrating not drying. Smells great and skin feels clean and soft after. Highly recommend.,27,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08SQ31H8P,These are so popular and I was excited to try but I don’t feel like it did it for me. It was hard to get down to my scalp and move around. Felt much easier to just use my fingers. Maybe I need to practice more of try a different massager. They seem well made though and look just like the picture.,62,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08NPBQR9L,Tiny waver that works great to make smaller sized waves. Heats quickly and makes waves quickly. Only took a few minutes to do all of my daughters hair. I only do a top layer of hair and around the face. Find that it looks less poofy this way. Seems well made and good quality.,54,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08P8BN9BZ,Our girls love to play with this wig. Easy to put on and comes with a wig cap. Looks real.,20,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08BLX72TP,"These look like nice tweezers, similar in look to tweezerman tweezers but for some reason they don’t grip hairs very well and are very annoying for me. They seem to match up perfectly at the end so not sure why they don’t grab well. Will use as backups or keep in purse or car.",54,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08LYT4Q2X,Great set of oils that are great to use as is or when making other products. I used the coconut oil in a roller ball with some tea tree and clove oil for a rash and it works great. They are both have no scent.,45,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B0841WQNNZ,Great set of hair items. Would make a nice gift. Works as described. The material is extremely plush and soft and feels luxurious to wear.,25,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087ZQK2G8,Decent shampoo. I used it alone without conditioner so I could see how it worked and it seemed to clean my hair well and leave it manageable. The scent is ok as well. While I didn’t notice anything negative there wasn’t anything that stood out to me to buy it again.,51,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087Z9X39L,I have been wanting to try these food peels. I was nervous to try but after reading some of the other reviews I finally did and am glad I did. Followed directions and my feet started to peel the next day. No bad reactions or problems. I didn’t use the included tool. Soaking your feet each day helps with the peeling process.,62,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07XQKH3RY,"Great set of nail polishes. My daughter and granddaughter both liked them and thought they were great quality. Nice colors, go on smooth and dry quick. Don’t chip easily and Last as long as other quality polishes.",37,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B084ZHP45Y,"Interesting sunscreen. Has a clear gel consistency, goes and smooth and easily. Rubs in great and dries quickly, smells first of running alcohol and then berry. Seems to be effective in preventing sunburns.",33,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07LCHCD6Q,"This is a nice cordless, travel size waterpik. It has good power for not being a regular waterpik. Some other cordless ones I’ve tried haven’t had the same power. This comes with a variety of tips. Is easy to fill and use. Has different settings and power levels. Charges via a usb cable.",53,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B071JMGPTH,"From my daughter: I like that you can use this product in a variety of ways, when hair is wet as a leave in conditioner, when hair is dry to protect it from heat styling or after it is styled to add shine. I put some on my hair after I straightened it and it seemed to work well to tame frizz and add shine. It has a light scent that isn't overpowering.",73,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07J3GH1W1,"Clippers work well. I prefer to use them without the plastic catcher that is attached, but it easily comes off. Nice travel case that includes a nail file. Clippers are very sharp and cut efficiently and smoothly.",37,
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07FM69672,"From my daughter: I usually buy Dove, Pantene or Tresemme shampoo. I haven't tried this particular tresemme before, but I really like it. It works great like the other varieties I have tried. This particular one smells like coconut, but not overly artificial or perfume-y. The shampoo works great, leaves hair clean, but not dried out and the conditioner works perfectly leaving hair soft and manageable but not greasy and weighed down.",72,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09ZKWV5MK,"There are six silk scrunchies in this package in different basic colors. They are thin and slinky and are typical of what I expect of silk holders. These hold my hair well but as is expected of silk, can easily slide out. These are best on long hair because the potential to slide off is not as great. I personally prefer velvet scrunchies to these silk ones because they are ""beefier"" looking. However, for those who want the elegance of silk, then this delivers. The current price of $20.79 ($25.99 minus 20%) comes to $3.47 per band which is competitively priced for 100% Mulberry silk items like these.",108,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HVRP54L,"The photo on Amazon must be wrong. This cream is blue and not white. I hate colored creams. However, this goes on clear and was so super hydrating to my face, that I did not mark it down for the color. Note that the box it came in was all smashed and it was almost double the size of the jar. They could have fit almost two jars of this in the box. In addition, the cream in the jar looks half full. I love the results but not the packaging or the color or the jar being half full. The current price of $15.99 for 1.69 fluid ounces is competitive. NOTE THE SIZING (.05 fluid ounces) SPECIFIED ON AMAZON is wrong too.",123,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08N5NDVGH,"This comes in a one gallon jug. There are two negatives to me. First, the biggest negative is that it takes work to dispense the lotion. Second, this lightweight lotion goes on tacky and takes a few minutes to absorb. Once absorbed, however, it is lightly moisturizing and it leaves my skin soft. This is vegan per the bottle and the lotion is scentless. My favorite lotion is [[ASIN:B09HYPWMKG Ginger Lily Farms Pure Morocco Argan Oil Butter Lotion]]. That is perfect for a massage as well. It has a fragrance and is cruelty-free but not vegan. This is decent but the initial tackiness I dislike. The current price of $54.99 for 128 ounces comes to $.43 per ounce, which is almost double the price of the lotion I love.",129,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09QT8SLJB,"This is a nice set of five individually wrapped pink-colored blending sponges all with an angled side. I love the sponges as they are of medium-density. The flat / angled side is great for smooth applications. They feel good in my hands, blend well, and feel soft against my skin. Since these are of medium density, they do not soak up as much foundation as others that are more airy. I also love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not. These blenders make a great gift for the make-up obsessed. These would have been perfect as gifts for the Easter Basket or as a stocking stuffer because each comes in their own package EXCEPT for the negative issue I mention below. There is one big negative, however. Each package is marked with a price of $1.55 each. Unfortunately, at the current price of $9.95, it comes to $1.99 per sponge which is $.44 cents more than the price marked. Therefore, I cannot recommend these if they are being used for resale or as stocking stuffers or Easter basket gifts because the price is actually more than it says on the package.",208,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B092M5K59T,"This is a nice set. It contains a beautiful compact mirror with regular and close-up mirrors on the inside. Both mirrors are small but functional. It is fashioned like a pocket watch. The clasp is solid and the finish is high-gloss like the interior mirror itself. The saying (see below) on the outside of both sides of the mirror is inspirational. It says ""Beautiful girl you can do amazing things."" There is also a small dish for jewelry and a very cheap make-up case all with the same inspirational verse. In summary, this is a nice gift set. The current price of $20.89 ($21.99 minus 5%) is competitive.",108,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09C1S6LSV,"This is a nice set of 10 colored blending sponges all with an angled side. I love the sponges as they are dense. The flat / angled side is great for smooth applications. They feel good in my hands, blend well, and feel soft against my skin. Since these are dense, they do not soak up as much foundation as others that are more airy. These blenders make a great gift for the make-up obsessed. These are also perfect as gifts for the Easter Basket or as a stocking stuffer. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not. At the current price of $8.49 ($9.99 minus 15%) these are a reasonable $.85 per sponge.",132,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B095CG2ZV1,"[[VIDEOID:f77804a8088c40dfbef6fdcfacf8b15a]] There are three individually wrapped bath bombs in this set along with one bar of hand soap and a package of dried rose petals. In total there are five items. The bath bombs spell MOM with the heart substituting for the letter O. The outside packaging looks giftable but the inside is just an ordinary uninspiring throw-away box. The fragrance of the bombs and soap is hardly noticeable. It has a whisper of rose aroma and I detect no lavender at all. I did try the letter M bomb in a hand bath and it dissolved in 5 minutes in lukewarm water and a nice foam of suds lasted about 10 minutes. The results initially felt moisturizing because my hands felt a little oily after the hand bath; however, eventually I needed to moisturize my hands with lotion. With regard to the dried petals, one has to like something like that in their bath because it requires straining the water so that they don't go down the drain. For me, I would never use petals in a bath, so keep the recipient in mind when ordering this. The bar of soap is the only item that would be used by most people. One thing I love is that the color of the dissolved bomb did not adhere to my skin, my hand bath, or my towel. That is not always the case with bath bombs today. The current price of $9.74 ($12.99 minus 25%) comes to $1.95 per item which is reasonable.",253,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08T7GPT1D,"This is a nice room freshener. The fragrance is subtle but lovely and floral. Some fragrances give me a headache if they are too strong but this one does not. I love spraying this in my bedroom. It is also a great fragrance to relax with before falling asleep--no dangerous scented candle needed. It does not help promote sleep for me but it is soothing to my senses. The aroma does not last long--about 15 minutes. I happen to like fragrance, so I do like this linen spray.",88,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0919R1CYT,"There are 9 soft non-shedding make-up brushes in this set. This is a gorgeous set that contains a brush for most uses. There is no fan, eyebrow, or lip brush, however. Each brush comes individually packaged. In fact it is over packaged. The bristles are velvety soft and they do not fall out, which is great. Their soft bristles feel good against my skin and work like many other brushes I tried previously. I particularly LOVE the large blush/foundation brush. I do wish the handles were a tad longer. Nevertheless, the current price of $8.99 is an super reasonable for this set as it comes to $1 per brush. This is a perfect set for the young teenager starting out on her make-up journey.",124,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08T5RVSD9,"There are 14 brushes in this set. There are brushes for foundation, blush, eyeshadow, eye blending (fan brush), etc. In fact, there are more brushes than I needed. The one unique brush in this set (see photo) is the one that looks like a paint brush. This is perfect for cheek highlighting. The bristles are relatively soft but not as soft as I expected. They feel pretty good against my skin but not great. Also, the heads have a slight odor. The PU brush case has a tremendous chemical odor and needs to be aired out a while. This is a bargain basement travel set for someone who is starting their make-up journey. The current price of $11.19 comes to $.80 cents per brush. In this case one gets what they pay for; it's a marginal price for a marginal quality set that is functional.",145,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09473GGM4,"There are three packages of wafer thin sheets of soap in 80 sheets each pack. The wafers are attached in the center but pull apart easily. There is also a sliding top tin supplied that will hole 80 sheets. Be careful not to get them wet as even a drop of water causes them to dissolve. When I washed my hands with one sheet, it created a nice lather and left my hands clean. I do not feel that it was moisturizing as claimed. Also, even though there are three wonderful fragrances (lavender & aloe, bergamot & ylang ylang, and jasmine & patchouli) that smell great as a whole 80 sheets, that fragrance does not come through on the hands because the soap is too thin to leave any fragrance behind. The current price of $13.95 comes to $.06 cents per sheet. I consider these perfect for when using a public restroom that has water but no soap. It is also great for camping or any place where portability is paramount without carrying a full wet bar of soap in a container.",182,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08T5LG5FT,"There are 12 supremely soft non-shedding make-up brushes in this set with a silicone brush head cleanerbrush that doubles as a mini-brush holder. This is a gorgeous set that contains a brush for most uses. There is no fan, eyebrow, or lip brush, however. This is an attractive brush set in matte black. Unfortunately, the color of the silicone cleaner cannot be chosen. I thought I was going to get purple to match with my purple bathroom and I received a pink one. The bristles are velvety soft and they do not fall out, which is great. Their soft bristles feel fantastic against my skin and work like many other brushes I tried previously. I particularly LOVE the large blush/foundation brush. The only thing to note is that because the bristles are super soft, these brushes are more suited for powder applications than cream or liquid. The current price of $19.99 is reasonable for this quality set as it comes to $1.67 per brush or $1.54 per item if counting the silicone cleaner.",173,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08LPGZMQK,"There are four individually packaged 2.53 fluid ounce tubes of moisturizer in this set. They are all the same tubes. This moisturizer is lightweight and is mildly hydrating. It absorbs quickly and is a good product to use in the summer. I also like the fresh cucumber-like aroma. I did, however, expect this to be more hydrating than it is. It is a decent cream but not excellent. The current price of $15.00 comes to a reasonably priced $3.75 per tube.",81,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08YNR839W,"There are six blush-colored scrunchies and one white scrunchie. The material is a bit slick so there is a chance these will slip out of the hair. I have medium length hair in the back and they did slip out easily if I pulled on them. I do feel these are elegant and super attractive. If the bride and bridesmaids all have long hair, then these are a good option. I have no idea what these will be priced at but anything more than $10.50 (which would be 1.50 each) is too much.",93,
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09GNXK3N1,"I love this shower cap. It is very attractive and the black and white colors just pop. I have short to medium-length fine curly hair and take a size small in a cap. This fits me perfectly and there is a little more room for more hair if I had it. This is comfortable and does keep my hair dry in the shower. Unfortunately, I hate the way the bow looks on me. The current price of $15.99 is on the high side of competitively priced.",86,
